"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",127.9,0,0,0,1,0,1,19,0,"0","5","5","5",12.8,"0","0","5","5","5",14.2,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",146,"Portuguese",19,38,"Unskilled Workers","Intermediate Level Technicians and Professions",145.3,1,0,0,1,0,1,18,0,"0","6","8","5",12.8,"0","0","6","7","5",13.4,"0",9.4,-0.8,-3.12,"Enrolled"
"Single","2nd phase - general contingent",3,"Social Service","daytime","Secondary education",131,"Portuguese",1,39,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",122.6,1,0,0,1,0,0,18,0,"0","6","7","6",13,"0","0","6","6","6",13.6666666666667,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",132,"Portuguese",1,37,"Installation and Machine Operators and Assembly Workers","Unskilled Workers",128,1,0,0,1,0,0,19,0,"0","7","7","7",13.4671428571429,"0","0","8","9","8",15.0111111111111,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",138,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",124.9,1,0,0,1,0,1,18,0,"0","7","9","7",13.2375,"0","0","8","9","7",13.7428571428571,"0",13.9,-0.3,0.79,"Dropout"
"Single","2nd phase - general contingent",2,"Communication Design","daytime","Secondary education",130,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",123.7,1,0,0,1,0,0,18,0,"0","6","6","6",12.3333333333333,"0","0","6","6","6",13,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",4,"Management","daytime","Secondary education",126,"Portuguese",1,19,"Administrative staff","Installation and Machine Operators and Assembly Workers",120.1,1,0,0,1,0,0,19,0,"0","5","7","5",12.4,"0","0","5","5","5",14.6,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",6,"Nursing","daytime","Secondary education",148,"Portuguese",1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",131.7,1,0,0,1,0,0,19,0,"0","7","8","5",14,"0","0","7","7","0",7.8276281965403,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",117,"Portuguese",1,38,"Intermediate Level Technicians and Professions","Unskilled Workers",109.3,0,0,1,0,0,1,19,0,"0","6","7","5",12,"0","0","6","9","4",12.5,"0",12.4,0.5,1.79,"Dropout"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113,1,0,0,1,0,0,20,0,"0","5","7","4",12.2,"0","0","5","5","4",11.5,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",153,"Portuguese",1,1,"Office workers, secretaries in general and data processing operators","Workers in food processing, woodworking, clothing and other industries and crafts",157.9,0,0,1,1,0,1,18,0,"0","6","6","6",14.8333333333333,"0","0","6","6","6",14.8333333333333,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",117,"Portuguese",19,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",112.1,0,0,0,1,0,1,20,0,"0","7","9","5",13.188,"0","0","8","9","7",12.8928571428571,"0",11.1,0.6,2.02,"Enrolled"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",129,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",128.8,1,0,0,1,0,0,19,0,"0","7","7","6",12.6666666666667,"0","0","7","7","6",12.6666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",6,"Journalism and Communication","daytime","Secondary education",116,"Portuguese",19,1,"Administrative staff","Administrative staff",110.1,1,0,0,1,0,1,19,0,"0","6","8","6",12.6666666666667,"0","0","6","10","5",12,"0",12.4,0.5,1.79,"Graduate"
"Single","Change of institution/course",1,"Management","daytime","Secondary education",99,"Portuguese",3,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",99.7,1,0,1,0,0,0,22,0,"0","5","8","0",6.20200357564865,"0","0","5","7","0",8.30173859501076,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",135,"Portuguese",1,12,"Unskilled Workers","Armed Forces Professions",121,1,0,0,1,0,1,19,0,"0","6","7","6",11.3333333333333,"0","0","6","6","6",11.5,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",5,"Basic Education","daytime","Secondary education",132,"Portuguese",37,38,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.1,1,0,0,1,0,1,19,0,"0","6","10","5",12,"0","0","6","9","5",10.8,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",4,"Tourism","daytime","Secondary education",132,"Portuguese",12,19,"Unskilled Workers","Unskilled Workers",124.7,1,0,0,1,0,0,19,0,"0","5","10","0",0.750245056931482,"0","0","5","10","0",3.60421694132213,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",134,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Armed Forces Professions",128.8,0,0,0,1,0,0,18,0,"0","5","10","5",13.375,"0","0","5","9","5",14.1666666666667,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",136,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",131.5,0,0,0,1,0,1,20,0,"0","7","8","6",13.8633333333333,"0","0","8","9","7",14.1785714285714,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",136,"Portuguese",3,37,"Specialists in Intellectual and Scientific Activities","Installation and Machine Operators and Assembly Workers",121.7,1,0,0,1,0,0,18,0,"0","0","0","0",7.09852816209268,"0","0","0","0","0",6.40007009575208,"0",9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",129,"Portuguese",1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",123.4,0,0,0,1,0,0,19,0,"0","5","6","5",12.4,"0","0","5","6","5",13.4,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",137,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",132.8,1,0,0,1,0,0,18,0,"0","6","7","6",13.3333333333333,"0","0","6","8","5",11.8,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",129,"Portuguese",38,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.1,0,0,0,1,0,0,19,0,"0","6","8","6",12,"0","0","6","10","4",11.5,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",131,"Portuguese",38,38,"Unskilled Workers","Unskilled Workers",126.5,0,0,0,1,0,1,18,0,"0","5","5","5",10.6,"0","0","5","5","5",11.8,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",2,"Social Service","daytime","Secondary education",133,"Portuguese",1,37,"Skilled Workers in Industry, Construction and Craftsmen","Unskilled Workers",127.4,1,0,0,1,0,1,18,0,"0","6","8","6",12.25,"0","0","6","7","6",11.8571428571429,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",125,"Portuguese",19,1,"Unskilled Workers","Armed Forces Professions",123.6,1,0,0,1,0,0,20,0,"0","6","10","4",11,"0","0","6","9","6",11.8333333333333,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",128,"Portuguese",19,1,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",118.2,0,0,0,1,0,0,19,0,"0","6","6","6",13.1666666666667,"0","0","6","9","6",13,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",134,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",125.8,1,0,0,1,0,0,18,0,"0","7","8","7",14.91875,"0","0","8","8","8",15.355,"0",15.5,2.8,-4.06,"Graduate"
"Single","2nd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",124,"Portuguese",1,19,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",124.4,0,0,0,1,0,0,19,0,"0","5","5","5",14.2,"0","0","5","5","5",14.2,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",19,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126,0,0,0,1,0,1,19,0,"0","6","6","6",12.5,"0","0","6","7","6",13,"0",15.5,2.8,-4.06,"Graduate"
"Single","Over 23 years old",1,"Nursing","daytime","Higher education - degree",130,"Portuguese",2,2,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130,0,0,0,1,0,0,29,0,"1","8","8","7",14.2571428571429,"0","1","8","8","7",14.2571428571429,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",2,"Oral Hygiene","daytime","Secondary education",133.1,"Portuguese",37,37,"Intermediate Level Technicians and Professions","Armed Forces Professions",108,0,0,0,1,0,0,20,0,"0","7","8","7",12.4571428571429,"0","0","8","8","8",13.5625,"0",15.5,2.8,-4.06,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",131,"Portuguese",2,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",132.3,1,0,0,1,0,0,19,0,"0","7","7","6",11.6833333333333,"0","0","7","7","6",11.6833333333333,"0",7.6,2.6,0.32,"Graduate"
"Single","Transfer",1,"Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",19,2,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",148,0,0,0,1,0,0,26,0,"0","6","10","3",11.6666666666667,"0","0","6","8","5",12,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",125,"Portuguese",37,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",122.6,1,0,1,0,0,0,20,0,"0","6","8","4",11.75,"0","0","6","6","6",13.1666666666667,"0",11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",123,1,0,0,1,0,1,18,0,"0","5","6","3",11.6666666666667,"0","0","5","6","4",13.5,"0",7.6,2.6,0.32,"Enrolled"
"Single","Over 23 years old",1,"Basic Education","daytime","Secondary education",130,"Portuguese",37,19,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",102.5,0,0,0,1,0,0,27,0,"0","6","9","5",13.2,"0","0","6","10","5",12,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",123,"Portuguese",34,34,"Other Situation","Other Situation",113.3,1,0,0,1,0,0,20,0,"0","7","8","4",11.95,"0","0","7","8","4",11.95,"0",7.6,2.6,0.32,"Dropout"
"Single","Holders of other higher courses",1,"Nursing","daytime","Higher education - degree",140,"Portuguese",1,1,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",140,0,0,0,1,0,0,33,0,"1","7","8","6",14.35,"0","1","8","10","6",14.5833333333333,"0",16.2,0.3,-0.92,"Dropout"
"Single","Technological specialization diploma holders",1,"Management (evening attendance)","evening","Technological specialization course",140,"Portuguese",37,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",140,0,0,0,1,0,1,26,0,"1","6","7","6",12.6666666666667,"0","1","6","7","6",13.1666666666667,"1",9.4,-0.8,-3.12,"Enrolled"
"Single","Over 23 years old",1,"Journalism and Communication","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Administrative staff",104,0,0,1,0,0,0,27,0,"0","6","6","5",12,"0","0","6","6","0",5.37617788131676,"0",11.1,0.6,2.02,"Dropout"
"Single","3rd phase - general contingent",3,"Communication Design","daytime","Secondary education",131,"Portuguese",1,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.3,1,0,0,0,0,0,19,0,"0","6","6","6",12.1666666666667,"0","0","6","6","0",6.50907781283833,"0",15.5,2.8,-4.06,"Dropout"
"Single","2nd phase - general contingent",2,"Tourism","daytime","Secondary education",143,"Portuguese",1,19,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",135,0,0,0,1,0,0,20,0,"0","6","0","0",5.05942157993968,"0","0","6","0","0",2.98248978750802,"0",11.1,0.6,2.02,"Dropout"
"Single","3rd phase - general contingent",2,"Management","daytime","Secondary education",132,"Portuguese",3,3,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119.1,1,0,1,0,0,0,20,0,"0","5","9","3",10,"0","0","5","9","3",10.5714285714286,"0",10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",3,"Nursing","daytime","Secondary education",141,"Portuguese",38,1,"Unskilled Workers","Administrative staff",129,1,0,0,1,0,1,18,0,"0","7","7","6",13.05,"0","0","7","7","6",13.05,"0",7.6,2.6,0.32,"Graduate"
"Single","Over 23 years old",1,"Veterinary Nursing","daytime","Secondary education",133.1,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",162.3,1,0,0,1,0,0,24,0,"0","6","10","2",11,"0","0","6","6","0",6.47463421184867,"0",8.9,1.4,3.51,"Dropout"
"Single","2nd phase - general contingent",4,"Communication Design","daytime","Secondary education",148,"Portuguese",1,3,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",163.4,1,0,0,1,0,0,20,0,"0","6","7","6",11.5,"0","0","6","6","6",12,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",125,"Portuguese",19,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",121.5,0,0,0,1,0,1,21,0,"0","6","7","6",12,"0","0","6","6","6",12.5,"0",13.9,-0.3,0.79,"Graduate"
"Single","Over 23 years old",1,"Management","daytime","Secondary education",140,"Portuguese",12,3,"Administrative staff","Intermediate Level Technicians and Professions",118,1,0,0,1,0,0,24,0,"0","5","5","0",2.04401408977876,"0","0","5","5","0",5.78517525418823,"0",7.6,2.6,0.32,"Dropout"
"Single","Change of institution/course",1,"Basic Education","daytime","Secondary education",139,"Portuguese",1,1,"Administrative staff","Armed Forces Professions",134,0,0,0,1,0,0,21,0,"0","6","0","0",3.38146853180296,"0","0","6","0","0",9.07800168468202,"0",12.4,0.5,1.79,"Dropout"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",142,"Portuguese",38,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",129.8,1,0,0,1,0,0,18,0,"0","8","8","7",12.2428571428571,"0","0","8","8","7",12.2428571428571,"0",12.7,3.7,-1.7,"Graduate"
"Single","Over 23 years old",1,"Management (evening attendance)","evening","Higher education - degree (1st cycle)",130,"Portuguese",19,1,"Intermediate Level Technicians and Professions","Administrative staff",152,1,0,0,1,0,0,27,0,"0","5","0","0",2.94746688879499,"0","0","5","0","0",2.72449806342978,"0",8.9,1.4,3.51,"Dropout"
"Single","3rd phase - general contingent",6,"Nursing","daytime","Secondary education",126,"Portuguese",37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.8,1,0,0,1,0,0,18,0,"0","8","8","8",12.93375,"0","0","8","8","8",12.93375,"0",9.4,-0.8,-3.12,"Graduate"
"Single","Holders of other higher courses",1,"Informatics Engineering","daytime","Higher education - degree",150,"Portuguese",3,2,"Specialists in Intellectual and Scientific Activities","Specialists in Intellectual and Scientific Activities",150,0,0,0,1,0,0,35,0,"0","5","0","0",5.51551249946948,"0","0","5","0","0",0.425998958585919,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",130,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Installation and Machine Operators and Assembly Workers",131.8,0,0,0,1,0,0,18,0,"0","7","9","7",12.5714285714286,"0","0","7","8","7",14.4285714285714,"0",11.1,0.6,2.02,"Graduate"
